school,encoded_field_sum,end_year,user_month,video_count,exercise_count,chapter_count,user_past_course_count,user_time_since_last_course,num_prerequisites,certificate,assignment,video,exam,duration_days,remaining_time,combined_emb_0,combined_emb_1,combined_emb_2,combined_emb_3,combined_emb_4,combined_emb_5,combined_emb_6,combined_emb_7,combined_emb_8,combined_emb_9,combined_emb_10,combined_emb_11,combined_emb_12,combined_emb_13,combined_emb_14,combined_emb_15,entropy_time_comment_phase1,exercise_id_count_1,exercise_correct_sum_1,exercise_correct_mean_1,exercise_num_problem_sum_1,exercise_attempts_sum_mean_1,exercise_context_sum_1,exercise_langugage_binary_mean_1,exercise_diff_mean_1,exercise_perc_real_completed_mean_1,exercise_perc_real_score_mean_1,exercise_hour_entropy_1,video_watched_percentage_1,video_percentage_watch_time_1,video_pause_count_1,video_time_between_views_std_1,video_speed_avg_1,total_words_phase1,total_positive1,total_negative1,total_neutral1
4.0,66,2020.0,3.0,20,14,8,0,0.0,2,1.0,55.0,10.0,35.0,111.0,47,-1.7133484,-2.853053,0.5521329,2.8512256,0.8324124,0.29153094,8.088814,-3.3244002,-0.30391997,4.0876427,-2.1837502,0.66207665,2.1666613,-2.3690853,-2.6554825,1.5460875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,66,2020.0,3.0,20,14,8,0,0.0,2,1.0,55.0,10.0,35.0,111.0,48,-1.7417552,-2.847579,0.54970556,2.8519096,0.8651135,0.2406432,8.092618,-3.2804382,-0.25510645,4.0766206,-2.1970038,0.63365763,2.1951227,-2.3805008,-2.7381988,1.5319057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,31,2019.0,10.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,82.0,59,0.7957133,1.8801718,0.7559485,-0.39556286,-0.74688685,1.6540034,5.217311,-2.1982822,-0.6702807,-0.536473,-0.3867778,3.6152673,-1.0897287,-0.45242196,-0.089903586,-1.2854912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,3.0,0.0,1.0
422.0,112,2020.0,2.0,99,12,14,1,1344.0,0,1.0,80.0,20.0,0.0,169.0,4,-1.4993608,0.46194738,1.6378622,-1.3713559,3.6507926,1.9214797,5.674126,-3.5623646,0.94396424,2.3385735,-2.8427987,-0.9941998,-2.7085948,-1.4948905,-2.1230378,-2.0473633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
422.0,112,2020.0,1.0,99,12,14,2,1200.0,0,1.0,80.0,20.0,0.0,169.0,39,-1.4179204,0.47376567,1.6185448,-1.3255756,3.604448,1.919544,5.613386,-3.5566306,0.86396027,2.3805938,-2.8091812,-1.0212009,-2.8792791,-1.3787713,-2.1185644,-2.041122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0,69,2020.0,2.0,44,21,9,0,0.0,1,1.0,40.0,60.0,0.0,92.0,36,1.5437269,-2.9796624,4.154165,1.3646847,-1.0017581,2.5686698,4.698333,-2.1531854,-1.7409415,-0.99111307,-3.3430736,1.0246127,-0.63780093,2.7701783,-0.008445477,-0.8849423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,31,2019.0,10.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,82.0,50,0.8046917,1.9358377,0.72230506,-0.41007224,-0.6847219,1.7210748,5.1982603,-2.1912699,-0.7190734,-0.5722481,-0.37553784,3.5872195,-1.0982403,-0.43788195,-0.08350328,-1.3257397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0
345.0,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,0.21208824,-5.287632,2.83618,-2.048637,0.29172057,1.9736922,2.6421165,-0.23256686,-2.8178864,-2.2734056,-3.358509,4.5805516,2.222546,-1.8354309,1.096097,-0.62375796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345.0,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,0.12295601,-5.373232,2.8493252,-2.1641004,0.26238754,2.0024743,2.6484828,-0.14941618,-2.8535404,-2.3377523,-3.3481903,4.494058,2.1789513,-1.8237164,1.0367117,-0.6343158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345.0,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,0.04843241,-5.319007,2.855735,-2.0473156,0.3203449,1.9291306,2.64824,-0.34968412,-2.9340844,-2.4145627,-3.3698812,4.5766478,2.1950684,-1.8901894,0.97353524,-0.5960616,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0
